basin_id,area,sum,norm_eff,effluent_o,effluent_s,effluent_t,perc_open,perc_septic,perc_treated,dominated,total_rank,norm_rank
na_71064,46.169818571,656652441.875,14222547.590591008,13064771.125,59996492.5,583591178.25,2,9.1,88.9,treated,993,90
eu_31303,27.6414770187,390499364.875,14127297.344162162,0,0,390499364.875,0,0,100,treated,1435,91
sa_03029,16.5254591947,232791569.8984375,14086844.253810372,197750076,15304792.125,19736701.7734375,84.9,6.6,8.5,open,2114,92
na_71073,13.9724450939,194902372.921875,13949052.6970805,0,0,194902372.921875,0,0,100,treated,2361,93
al_12898,49.2073066349,683828502.04296875,13896889.482627511,360048832,5801429.625,317978240.41796875,52.7,0.8,46.5,open,961,94
al_12887,46.169818571,637070945.3525391,13798428.607053125,489060826,7517141.90625,140492977.44628906,76.8,1.2,22.1,open,1020,95
ai_06928,238.13906427,3279594402.640625,13771761.523855865,2536401807,38985933.421875,704206662.21875,77.3,1.2,21.5,open,279,96
al_12986,52.2447946988,710149831.34375,13592738.481180428,638567666,36715305.9375,34866859.40625,89.9,5.2,4.9,open,931,97
af_17192,18.7366301624,253642277.9501953,13537240.99540565,247814537,922732.9560546875,4905007.994140625,97.7,0.4,1.9,open,1969,98
eu_25143,28.1350748226,376358347.40722656,13376838.333655683,195674.06640625,200867.30859375,375961806.03222656,0.1,0.1,99.9,treated,1476,99
na_70117,17.6174307705,235039358.75,13341296.004611991,3332355.75,4786944,226920059,1.4,2,96.5,treated,2103,100
ai_06866,4015.55922148,20548309271.71099,5117172.51280821,14422234710.411297,221694599.19614702,5904379962.103546,70.2,1.1,28.7,open,65,455
al_11575,23320.6183593,66950236652.83513,2870860.267139363,29181916662.925606,524909114.74007154,37243410875.16945,43.6,0.8,55.6,treated,19,1026
eu_24974,12925.8456909,33562842392.000687,2596568.3944091536,659131202.7651424,673283748.1507044,32230427441.08484,2,2,96,treated,43,1176
ai_07480,8829.37030636,17925429027.194366,2030204.6924322862,13288969436.88015,204347136.27284196,4432112454.041376,74.1,1.1,24.7,open,76,1611
af_09155,14946.7208795,28222042206.10126,1888176.1714577056,2469076592.0992165,3176357793.9544024,22576607820.04764,8.7,11.3,80,treated,49,1762
al_10832,9961.1383567,15566754907.879707,1562748.588609784,8734442908.673975,157212253.93314934,6675099745.272582,56.1,1,42.9,open,85,2185
al_10022,25885.4732804,35952164980.325455,1388893.476695586,26821102627.04827,423736526.541081,8707325826.736103,74.6,1.2,24.2,open,39,2485
eu_24113,19310.0396866,23102230874.329643,1196384.4326203635,491304284.64284706,499066340.16568446,22111860249.52111,2.1,2.2,95.7,treated,59,2979
eu_25790,16236.4061617,18880445721.0738,1162846.3548547346,399955854.11988115,372200889.1834361,18108288977.77048,2.1,2,95.9,treated,72,3064
al_11201,60173.8535408,68721864713.37787,1142055.2394368763,33386818521.276062,600873977.155028,34734172214.946785,48.6,0.9,50.5,treated,17,3125
al_11925,47071.952526,46325204097.59555,984136.0218063615,27018148251.724174,486206039.4719106,18820849806.399464,58.3,1,40.6,open,35,3619
al_10872,104716.793505,102710505677.6549,980840.8206535727,52945728220.29614,953599812.0585282,48811177645.30023,51.5,0.9,47.5,open,13,3629
al_11161,28992.2160722,27919911661.684578,963014.0583995015,11822644609.848755,212912780.20035666,15884354271.635464,42.3,0.8,56.9,treated,50,3694
al_11297,13810.2432313,13211193299.523853,956622.7819638657,5855407713.300827,105440914.19294024,7250344672.0300865,44.3,0.8,54.9,treated,96,3711
al_09265,15996.6271396,15122566488.84956,945359.6909446815,8398527914.180567,151327055.56815684,6572711519.100836,55.5,1,43.5,open,87,3773
al_10213,88156.4085805,79849533503.52936,905771.1718214424,41311308336.92374,744304049.8495225,37793921116.756096,51.7,0.9,47.3,open,14,3916
al_11174,55446.3071181,48566702128.4037,875923.1164837937,26659279419.52648,480095808.2290364,21427326900.648186,54.9,1,44.1,open,32,4055
al_09696,19573.5730837,14966724707.282923,764639.3759219437,11119475295.884956,385935191.59953475,3461314219.7984314,74.3,2.6,23.1,open,88,4652
eu_27295,193662.111167,137566870271.2159,710344.7826848709,4048018979.388218,2919728367.3961473,130599122924.43155,2.9,2.1,94.9,treated,9,4998
al_12729,30027.3920043,20959680130.009476,698018.6666563648,13473607977.607239,242664428.93712425,7243407723.465111,64.3,1.2,34.6,open,63,5091
al_13085,52986.549284,30901610094.62421,583197.2550051559,28791473503.577587,1156160146.5891137,953976444.4575076,93.2,3.7,3.1,open,45,5988
eu_26660,75000.70551,43623377903.13246,581639.5673413507,986449097.8317666,906841237.5378723,41730087567.762825,2.3,2.1,95.7,treated,36,6001
al_13478,449392.106568,259698426641.9939,577888.2691672234,150234449718.68295,3010657770.74697,106453319152.56395,57.8,1.2,41,open,3,6032
al_12731,1907148.84567,1038503054230.7437,544531.7268175298,607749093355.4883,10943849404.336628,419810111470.91864,58.5,1.1,40.4,open,1,6317
al_10442,23095.8442425,12534058616.011703,542697.5729662679,9473251938.536915,146273439.08079,2914533238.394,75.6,1.2,23.3,open,100,6335
al_11370,363372.87459,192769881706.78442,530501.5734162603,113833679274.758,2050738887.9576964,76885463544.06874,59.1,1.1,39.9,open,5,6444
al_12997,42529.0853777,19977458606.47142,469736.3799162853,18264423678.69597,1051865214.0154517,661169713.7599993,91.4,5.3,3.3,open,70,7174
eu_25936,43809.7666834,20154591658.417107,460047.9113269029,496483671.2020118,457982338.3346092,19200125648.880486,2.5,2.3,95.3,treated,68,7287
al_12384,60755.2287562,26605522639.10426,437913.29871981096,17298339754.475998,311769872.66144407,8995413011.966816,65,1.2,33.8,open,53,7612
al_12971,64212.4976705,25658515681.920013,399587.5664825268,23891737594.224586,1376743198.7299805,390034888.9654465,93.1,5.4,1.5,open,56,8199
eu_26533,140873.306832,52189523097.59924,370471.3424512596,1658981945.6796422,1625856739.5021162,48904684412.41749,3.2,3.1,93.7,treated,26,8694
af_07842,38557.4298791,14251898386.196125,369627.81053830945,4802493229.196491,469641045.8765724,8979764111.123062,33.7,3.3,63,treated,92,8711
al_12547,34153.5157903,12596893481.495213,368831.5299320628,11708695396.332336,673798258.1461029,214399827.01677322,92.9,5.3,1.7,open,99,8733
na_80861,98332.6010921,35059342111.331955,356538.3374583448,10118665366.945871,3090886586.259632,21849790158.12645,28.9,8.8,62.3,treated,42,8968
eu_28816,73832.853106,25788648620.795242,349284.1944462192,2538208257.068449,4159727540.3123393,19090712823.41445,9.8,16.1,74,treated,55,9107
al_14679,77177.7117224,26103610428.1721,338227.3177787909,24058197483.041412,1388842232.4043732,656570712.7263145,92.2,5.3,2.5,open,54,9294
al_09850,46024.6266416,15466822786.366394,336055.36676720134,10324779127.624153,186346172.96039796,4955697485.781843,66.8,1.2,32,open,86,9338
al_09285,61727.8324342,20201258570.681316,327263.37170862505,15083365968.771744,397974902.36466646,4719917699.544907,74.7,2,23.4,open,67,9503
eu_30146,70935.9275948,22543504881.525986,317800.9458098431,421839366.520587,136349386.73630488,21985316128.269093,1.9,0.6,97.5,treated,60,9682
eu_28853,95914.4444615,28563880048.54217,297805.8227716441,916328708.6964023,646466160.1546078,27001085179.691162,3.2,2.3,94.5,treated,48,10116
eu_26322,120159.474991,35597193336.91327,296249.5744890656,12657701076.119465,843453928.2230725,22096038332.570732,35.6,2.4,62.1,treated,41,10150
al_13237,1586414.40602,440382212265.8049,277595.94882313046,403526575847.13257,22871337527.807877,13984298890.864443,91.6,5.2,3.2,open,2,10636
eu_26422,194606.857363,53928380031.39905,277114.4900141237,21679463325.281044,1063992570.7461973,31184924135.37181,40.2,2,57.8,treated,25,10647
al_09282,203857.366422,55041009763.474655,269997.64948172466,29869131647.494904,540786543.5607083,24631091572.419044,54.3,1,44.8,open,24,10847
al_14328,253917.599705,67820497941.09032,267096.4833468959,62717268556.50168,3622520817.0165815,1480708567.5720625,92.5,5.3,2.2,open,18,10929
na_80866,132642.243769,30173534127.76668,227480.576853892,9285563083.157845,2837509770.1932707,18050461274.415565,30.8,9.4,59.8,treated,47,12093
al_13812,146261.73275,32535778213.03716,222449.0138418462,22638262178.35321,3061852167.2610292,6835663867.422921,69.6,9.4,21,open,44,12280
af_05501,62672.3245631,13840863142.555206,220844.89827116422,2144765839.6488647,1414401090.3893638,10281696212.516977,15.5,10.2,74.3,treated,94,12341
al_12837,95980.977833,19533298187.27145,203512.1815622465,18149915618.110313,1045720135.2359657,337662433.9251709,92.9,5.4,1.7,open,71,13033
al_13731,136456.72128,26846609666.071995,196740.8377853705,24792840692.72014,1431588160.9120703,622180812.439784,92.3,5.3,2.3,open,52,13329
eu_30333,795666.826352,153263721159.68942,192622.98751649365,43733146482.12803,8245686439.358192,101284888238.2032,28.5,5.4,66.1,treated,6,13534
al_14070,308907.068618,59051419779.86594,191162.41024866275,54608075294.011734,3155359060.4411926,1287985425.4130096,92.5,5.3,2.2,open,22,13592
eu_27884,116186.506268,22022201860.306393,189541.82002434245,531642635.8859885,456815758.34066993,21033743466.079735,2.4,2.1,95.5,treated,61,13651
al_11956,754260.531057,138313088659.62286,183375.7474566443,112463095130.86919,11884559575.466627,13965433953.28704,81.3,8.6,10.1,open,8,13893
eu_29006,81138.1006038,14428599042.29594,177827.6658551728,350049931.4820088,301223272.2133941,13777325838.600538,2.4,2.1,95.5,treated,90,14149
eu_27555,73284.4659458,12863133914.08147,175523.33564926073,11860848376.484697,143415648.34756246,858869889.2492099,92.2,1.1,6.7,open,97,14270
al_10042,440536.613867,72048308398.72923,163546.6976655905,44724655468.93022,807124875.9051881,26516528053.893818,62.1,1.1,36.8,open,16,14852
na_81558,112016.48482,17323472065.69139,154651.0952698488,6044704629.690499,1847155186.8785481,9431612249.122345,34.9,10.7,54.4,treated,81,15346
al_12164,402183.467079,59001536819.614525,146703.03890941638,51376047231.284096,3911869552.9568157,3713620035.373613,87.1,6.6,6.3,open,23,15787
af_04565,194682.955702,27012657791.945156,138752.04274838144,22657712773.456615,336355321.2860444,4018589697.202494,83.9,1.2,14.9,open,51,16251
al_14362,390287.448826,51350801678.93376,131571.7475245463,48447853799.75847,480374031.32950455,2422573847.8457894,94.3,0.9,4.7,open,27,16731
al_12432,137729.428778,17701007199.79803,128520.15256905991,16237807167.772842,982996581.6234093,480203450.40177965,91.7,5.6,2.7,open,78,16919
af_15426,153098.708387,18431642328.686657,120390.58018762316,18082075231.012695,44444053.69734192,305123043.97662115,98.1,0.2,1.7,open,73,17435
af_08715,479253.191278,51269767475.228,106978.45816844646,49983878939.30858,123263272.40965322,1162625263.5097637,97.5,0.2,2.3,open,28,18450
al_09188,140820.98413,14276567106.16163,101380.96388377818,11607365174.181133,189837864.08162066,2479364067.8988767,81.3,1.3,17.4,open,91,18917
eu_27181,493756.2488,48514625963.84541,98256.22679561602,31761131607.2638,467510940.9099592,16285983415.671654,65.5,1,33.6,open,33,19229
al_09243,490691.616778,47915917497.18578,97649.75772729378,46710842200.33692,160555424.7452559,1044519872.1036086,97.5,0.3,2.2,open,34,19291
al_09196,195665.261114,17655985994.569366,90235.6703180055,11060755607.361334,200157942.1590902,6395072445.0489435,62.6,1.1,36.2,open,79,19990
sa_02874,259333.204869,23244841571.72918,89633.10958760994,10422522678.893456,4413016990.55739,8409301902.278336,44.8,19,36.2,open,58,20046
al_10224,432284.366295,35783848048.4198,82778.49221130552,35068009329.12109,96173042.56441012,619665676.734299,98,0.3,1.7,open,40,20761
eu_26560,1423826.30197,116305633049.5571,81685.2679913534,48201219821.63479,980801552.9021207,67123611675.02019,41.4,0.8,57.7,treated,11,20880
af_09315,873715.466087,66523565848.28826,76138.70697083918,36978718400.67281,6577643907.296065,22967203540.31938,55.6,9.9,34.5,open,20,21483
al_14437,273663.094613,20530701343.591248,75021.81239536405,16408371626.741968,365702370.61589366,3756627346.233385,79.9,1.8,18.3,open,66,21618
eu_27133,427604.764719,30428574253.739105,71160.5126143419,17006520819.517223,233142746.30847722,13188910687.913404,55.9,0.8,43.3,open,46,22108
al_09132,2026991.72223,140117064198.42303,69125.62230114729,77740577164.28407,1413124838.5150056,60963362195.62395,55.5,1,43.5,open,7,22363
af_16862,3002194.09754,199472993178.99408,66442.40402125978,123053612672.20605,8978275122.456293,67441105384.331726,61.7,4.5,33.8,open,4,22711
al_15348,766545.347782,48632374014.66238,63443.57076248681,33696160958.727486,5903582390.114887,9032630665.819998,69.3,12.1,18.6,open,31,23133
na_69563,283284.641804,17132964362.231539,60479.67956584655,806461783.2109113,1210193268.8719623,15116309310.148664,4.7,7.1,88.2,treated,82,23613
af_15969,2163993.91392,126559210498.84045,58484.088002624194,119771219015.50368,798890027.436007,5989101455.900779,94.6,0.6,4.7,open,10,23914
af_15535,411066.335792,20799680667.982826,50599.328762614816,20208836144.245422,64441098.28553772,526403425.45186615,97.2,0.3,2.5,open,64,25269
af_19758,413651.990755,17487747085.03176,42276.47267722083,15156849378.318806,130761185.50387657,2200136521.209081,86.7,0.7,12.6,open,80,26914
al_10090,387462.584927,16031443188.874794,41375.461302657655,15639950415.61143,43482379.516545676,348010393.746819,97.6,0.3,2.2,open,83,27113
na_77694,511851.366128,18319416093.331665,35790.49955832389,4170364341.654375,2100084508.2023182,12048967243.47497,22.8,11.5,65.8,treated,74,28418
af_07829,523317.487095,18076482930.5705,34542.09610100226,17132116617.826447,415070558.6227127,529295754.12134075,94.8,2.3,2.9,open,75,28756
na_75069,3212287.60449,107914753591.84097,33594.362298382715,3586180801.236496,14612659240.450356,89715913550.15411,3.3,13.5,83.1,treated,12,29035
sa_05394,633938.097804,20148618819.861767,31783.2591063036,14216881935.579655,1119097432.0774877,4812639452.204623,70.6,5.6,23.9,open,69,29577
af_16525,795449.155238,23829285379.55292,29957.018902638913,22804621214.1273,73082167.25932002,951581998.166301,95.7,0.3,4,open,57,30077
sa_06694,2625821.92774,77139640830.72083,29377.3313474892,53887396426.4435,4960366954.9485035,18291877449.32883,69.9,6.4,23.7,open,15,30235
af_14984,484850.333707,13427684847.584938,27694.494391540265,13017199413.772217,173521075.92547703,236964357.88724613,96.9,1.3,1.8,open,95,30746
af_18922,1385877.84491,37493259770.65965,27053.798362073172,36420666069.188705,126790442.37419783,945803259.0967472,97.1,0.3,2.5,open,38,30962
na_73946,636987.369394,14573629017.012691,22878.99213900797,840486419.457884,3211494602.0838075,10521647995.471,5.8,22,72.2,treated,89,32438
af_15160,2437818.6921,51108967633.690994,20965.040509089053,48289008727.198685,291751798.2928945,2528207108.1994166,94.5,0.6,4.9,open,29,33145
al_11001,1045013.74851,21182244506.603073,20269.823757634877,10617503592.088182,192218070.611376,10372522843.903515,50.1,0.9,49,open,62,33399
al_08811,2565613.07816,49254051988.71062,19197.770859522792,25013695060.06205,473337908.631142,23767019020.017426,50.8,1,48.3,open,30,33835
af_17918,3689039.7827,62659420249.40445,16985.292634481746,61029408234.806496,180238908.4075532,1449773106.1903954,97.4,0.3,2.3,open,21,34794
af_20055,975062.7503,16023539436.89773,16433.341784380264,13718825582.873114,112741166.57229951,2191972687.4523163,85.6,0.7,13.7,open,84,35062
af_11822,860381.798731,13973758145.677599,16241.345605274153,2568693245.096979,676543333.6156039,10728521566.965015,18.4,4.8,76.8,treated,93,35150
na_70120,1106417.78472,12742416438.545311,11516.821777923626,687597889.5293338,968367603.7854646,11086450945.230513,5.4,7.6,87,treated,98,37681
al_08951,2482062.10899,17869554425.932457,7199.479159368792,10746223954.903408,144723758.3139824,6978606712.715065,60.1,0.8,39.1,open,77,40778
sa_05339,5914034.66265,40730431954.299225,6887.080356754023,28568588499.93287,2223421268.471662,9938422185.894697,70.1,5.5,24.4,open,37,41047
